threshold_days,gating,rmse_log,mae_log,r2_log,rmse_days,mae_days,r2_days,median_ae_days,mape,wape,mase,improvement_%,threshold,clf_acc,clf_f1
0.5,soft,0.6941669251519381,0.40448732147407096,0.5319906834739705,9.660266068745322,3.058551765389455,0.22478118998036956,0.30613874895348725,507.17203378169654,79.28304988088877,0.563584949282143,16.85,0.5,0.8184898287553155,0.8164749830654431
0.5,hard,0.7530429968737253,0.42162726260235245,0.449235154043916,9.326361756819818,3.144413543220066,0.2774454505044164,0.25143878177856394,641.7027869020146,81.50873842134064,0.5794062952706349,14.51,,,
1.0,soft,0.6916345615811363,0.4129085731292092,0.5353991084942338,9.560307393228543,3.076750976327495,0.24074119264884242,0.3274473072054325,592.8878032693112,79.75480548918718,0.5669384322898711,16.35,1.0,0.870290771175727,0.853826453280979
1.0,hard,0.769417588537293,0.4251260045417711,0.42502245515136006,9.24332868120145,3.265629075953264,0.2902540579127739,0.22002768541423914,787.845890451707,84.65085857009046,0.6017421114045001,11.22,,,
3.0,soft,0.7202410128167186,0.4215669292938619,0.4961719297654882,9.300491590894215,3.173988453559741,0.2814484435454122,0.30765244762837457,703.6217913307539,82.27537219822054,0.5848559249066033,13.71,3.0,0.877352028502471,0.835430029420383
3.0,hard,0.8233195491677595,0.445692578673267,0.34163987425721665,9.441233948700361,3.6148623895602547,0.25953651910967235,0.23050960381514501,1022.3809670083982,93.70360128842256,0.6660936916406347,1.72,,,
7.0,soft,0.766973729684584,0.45273449160039175,0.4286691937011544,9.1852307998353,3.438271771278621,0.29914807193364634,0.32449549119354804,937.217335306627,89.12606137029827,0.6335541689246331,6.52,7.0,0.8511389495460292,0.7596452585453224
7.0,hard,0.8898582075528626,0.47643783952095387,0.23092572393647537,10.099179817096836,4.199358248889855,0.15273681602421407,0.24328010228691016,1362.329803318499,108.85476364401569,0.7737959947252286,-14.17,,,
