Department,count,mae,medae,mean_residual,median_resolution
PROP,2796,20.184952297687342,14.036923007606381,8.373356578115297,18.974560185185183
PARK,27721,8.542725388396747,2.2276781026666983,2.942602081596827,1.0615856481481485
BWSC,2418,8.220609309485848,3.4518152680156517,6.377403849708493,5.772175925925925
ISD,26146,5.939203185376892,2.227503604382985,3.6542400245407882,1.9992881944444443
BTDT,80562,3.1363454395236334,0.20339191724543937,1.9211294627984765,0.3232291666666667
INFO,12595,2.971406455841172,0.5447892076844583,2.159772551270148,0.664074074074074
PWDx,237366,1.4339043010314068,0.19642656024620814,0.8098104134938513,0.16459490740740743
ANML,1187,0.9873496816874162,0.43245058675792175,0.5168665415544875,0.6143634259259261
GEN_,18211,0.08679559585782434,0.03827124947428152,0.027280501805852113,0.031712962962962964
