rmse_log,mae_log,r2_log,rmse_days,mae_days,r2_days,median_ae_days,mape,wape,mase,test_year,train_size,test_size,train_time_s
0.5984299948981042,0.358538189581369,0.6117708317546944,8.266641081039554,2.426477927498719,0.3096708751081042,0.2937185516278901,366.5000549185585,70.12721374774094,0.5084826039181496,2022,1190355,224371,9.96
0.6308231072675042,0.3730427926749275,0.60663021072882,8.5846219594791,2.6533895316788954,0.3593392904224426,0.2810038199807672,463.43652830190274,70.50929705034798,0.4822012572064109,2023,1414726,203235,11.55
0.6283693442090252,0.3633613798691453,0.5887398037870548,8.710467516629828,2.661941476278118,0.32952348396967746,0.2586684234190358,639.0690417905927,76.75810981720362,0.5134562435379146,2024,1617961,205895,13.48
